Investors_Name,investment_name_count
"Indian Angels Network",1
"BlackSoil Capital Pvt. Ltd.",1
"Calcutta Angels Network",1
"Balasubramanian Krishnamurthy, Sidhartha Hazarika & Others",1
"Scadea Solutions Inc",1
"Dheeraj Jain, Palash Jain, Anupam Mittal, Ameera Shah,\\xc2\\xa0 Vivek Bhargava, Rahul Singh, Ambarish Gupta,",1
"Lightbox Ventures and others",1
"Ganesh Narasimhan, Ramana Thumu, Sudhir Mallem",1
"Sumit Jain",1
"KellyGamma, Lead Angels & Others",1
"Goldman Sachs Group, Zodius Technology Fund, Norwest Venture Partners, Bertelsmann India",1
"Lothal Angel Ventures",1
"Accel Partners, Beenext, Powerhouse Ventures, Akusa Holdings",1
"Rebright Partners",1
"Currae Healthtech Fund, Unicorn India Ventures",1
"Vertex Ventures, Cisco Ventures, IDG Ventures",1
"Rohit MA",1
"Idea Wave Labs",1
"Prashant Tandon, Gaurav Agarwal, Gaurav Bhogle, Shrishti Sahu, Shantanu Mathur, Prabhat Aggarwal",1
"Scale Ventures Funds",1
"Procam International Pvt. Ltd",1
"Flipkart Logistics Pvt. Ltd",1
"Pratik Seal",1
"Swastika Co Ltd.",1
"Sequoia India, EDBI, Blue Cloud Ventures, Hercules Capital",1
"Now Capital",1
"Kanwaljit Singh, Ajay Lakhotia, Pavan Ongole, Ashish Gupta",1
"Blume Ventures, Mumbai Angels, ah! Ventures, Digital Currency Group, Boost VC, Bank to the Future and Funders Club",1
"Bhavin Turakhia",1
"Rajasthan Angel Innovators Network",1
"Sequoia Capital India, Omidyar Network, Kae Capital",1
"Mudit Saxena, Evan Lim",1
"Syska LED group",1
"Lumis Partners, The HR Fund, Rajul Garg, Quintillion Media",1
"Venk Krishnan, Aprameya Radhakrishna, Anupam Mittal, Kunal Shah, Tracxn Labs, Subramanya SV, Ravi Garkipati",1
"Binny Bansal, Anupam Mittal, Sachin Bhatia, Darius Pandole, Kunal Khattar, Dheerag Jain",1
"Paul Roy",1
"Existing Investors",1
"Inventus Capital Partners, Blume Ventures & Others",1
"Promatus Group",1
"Geniee, Inc, Purvi Capital",1
"Swastika Company Ltd.",1
"1Crowd (through crowd funding)",1
"Anupam Mittal, Sharad Sharma & 14 others",1
"Noshir Kaka, Subramanian Ramadorai, Kiran Deshpande, Pankaj Gupta, Ravi Nigam & Others",1
"Gujarat Venture Finance Limited (GVFL), Bennett Coleman & Co. Ltd",1
"Khattar Holdings, ThirtyThree Investments, Soumitra Sharma, Deepak Sharma, Sumit Dayal and others",1
"1Crowd (through crowdfunding)",1
"Norwest Venture Partners, Accel India",1
"Mukul Singhal, Rohit Jain, Himanshu Aggrawal, Sunil Goyal Ashish Gupta,",1
"Westbridge Capital Partners",1
"HT Media Ltd, North Base Media",1
"Anand Chandrasekaran, Kanwaljit Singh, Manoj Varghese",1
"Ashvin Chadha",1
"Tencent Holdings, Foxconn Technology Group, Tiger Global, SoftBank Group, Bharti Enterprises",1
"Powerhouse Ventures, M&S Partners",1
"Anand Chandrasekaran, Ananth Narayanan, Mekin Maheshwari, Ravi Garikipati, Divyesh Shah, Swastika Company Ltd",1
"Undisclosed Dubai based HNIs",1
"Swan Angel Network,Sachin Khandelwal and others",1
"SeedPlus, Infocomm Investments, Accel Partners RNT Associates",1
"Kashyap Deorah, Rajul Garg, Maninder Gulati",1
"Speridian Technologies",1
"Aspire Systems",1
"Satish Vasudeva, Madhusudhan Jujare & Others",1
"Torrent Group",1
"Saha Fund, Exfinity Venture Partners & Others",1
"Vijay Kedia",1
"Riju Gupta, Kamal Chabra",1
"Dr. Goutam Challagalla",1
"Outbox Ventures, Jaspreet Bindra, Arjun Malhotra, Rohan Malhotra, Sidharth Rao, Rakesh Agrawal",1
"ah! Ventures, Anupam Mittal, Kunal Shah, Sandeep Tandon, Dheeraj Jain, Rohit Chokhani",1
"Blume Ventures, Sachin Bansal, Vijay Shekhar Sharma, Binny Bansal,\\xc2\\xa0 Kunal Shah, Sandeep Tandon, Ashish Tulsian",1
"Vineet Taneja, Kamal Puri",1
"Mohit Lalvani",1
"Michael and Susan Dell Foundation",1
"Kunal Shah, Sandeep Tandon, Tracxn Labs",1
"Scale Ventures",1
CureFit,1
"Fireside Ventures, Investopad, P39 Capital, Anupam Mittal, Pranay Jivrajka, Maninder Gulati, Abhinav Sinha",1
"Globevestor Angel Fund, Devendra Rane, Ravi Jain,\\xc2\\xa0 Arpan Nagdeve",1
"Ford Smart Mobility Llc",1
Instalabs,1
"Net1 UEPS Technologies Inc",1
"Undisclosed Ex Mckinsey Directors and Partners",1
"Kunal Shah & Sandeep Tandon, Girish Mathrubootham, Anand Chandrasekaran",1
"Dr. Abhishek Pandey, Jaysukh Sapra",1
"Hitouch AG",1
"Undisclosed HNI investors",1
"Bessemer Venture Partners, Jungle Ventures, Helion Ventures",1
"Rajasthan Angel Investor Network & Others",1
"Ashutosh Lawania, Rajul Jain, Badal Malick, Rishi Gupta & Others",1
"MediaTek Inc.",1
"Sophia Investment ApS",1
"Ambit Pragma",1
"IDG Ventures, Sequoia Capital, GREE Ventures",1
"Sarbvir Singh, Raghav Bahl",1
MasterCard,1
"3one4 Capital, Tracxn Labs, Aaruha Technology Fund, Endiya Partners",1
"Zaffiro Ventures",1
"Sequoia Capital, SD Ventures, Vistaar Investment Advisors Pvt. Ltd.",1
"Accel Partners, IDG Ventures, Kalaari Capital",1
"Deepak Gupta",1
"Aramex Ventures Llc",1
"IIFL Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada",1
"YourNest Angel Fund\\xc2\\xa0 & Others",1
"Stripes Group, Network 18, Accel Partners, SAIF Partners",1
"Sequoia Capital, Rohit Bansal, Kunal Bahl, Sandeep Tandon, Kunal Shah, Zishaan Hayath,\\xc2\\xa0 Abhishek Jain",1
"Gaurav Singhvi, Zaffiro Ventures",1
"Kirthiga Reddy, Renuka Ramanath,Cherry Tin",1
"Kalaari Capital, Qualcomm Ventures, ru-Net, Zodius Technology Opportunities Fund,",1
"AVG Group, 500 Startups",1
"Rothenberg Ventures",1
"Alex Chua, Rahul Garg",1
"JSW Ventures, Blume Ventures & IvyCap Ventures",1
"Brian Acton",1
"JSW Ventures, Omidyar Network, Sattva Capital, Venture Works",1
"Stanford Angels & Entrepreneurs, Harvard Angels",1
"Mumbai Angels,\\xc2\\xa0 Times Internet",1
"Ashish Mahajan, Sarvesh Sharma",1
"Rishi Parti, Yogesh Bansal",1
"Ajay Piramal",1
"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",1
"Accel Partners, IDG Ventures India",1
"Jaspal Bindra, Parth Jindal",1
"Plug and Play Tech Center, Steelhead Ventures & Others",1
"Sumit Jain, Sumit Jain, Anurag Gupta, Varun Khanna, Faraz Khan",1
"GEMS group",1
"Abhijit Avasthi, Karan Chellani, SP Vijay",1
"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",1
"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",1
"Intelli Reboot Digital Pvt. Ltd",1
"Satish Jamdar",1
"Star India Pvt. Ltd",1
"Franklin Templeton International Services Pvt. Ltd",1
"Green House Ventures Accelerator",1
"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta",1
"Nilesh Shah",1
"Nihon Kotsu Co",1
"Swastika Company Pvt Ltd",1
"Verlinvest, DSG Consumer Partners",1
"Beenext, Digital Garage, Lightbox, Beenos",1
MapmyIndia,1
"MadhanKumar Madathupalayam",1
"Romulus Capital",1
"Sreenivasa Reddy Musani",1
"Sequoia Capital, Unitus Seed Fund",1
"Yeahmobi, Fenqile",1
"Microsoft Ventures, Salesforce Ventures",1
"Sarath Sura",1
"Kae Capital, Kunal Shah, Sandeep Tandon",1
"Sanjiv Rai",1
"Kunal Shah, Aneesh Reddy, Tracxn Labs, Venkat Tadanki, Krishna Mehra, Amit Rathore",1
"Axiata Digital",1
"Ankit Maheshwari, Anand Singh",1
"BlackJag Partners",1
"Cameron Jones",1
"Ritesh Dwivedy, Priti Padhy",1
"3 undisclosed HNIs",1
"CIO Angel Network, Indian Angel Network",1
"Vivek Joshi, Mohit Satyanand, Amit Banati, Arun Khanna",1
"Ratan Tata, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Girish Mathrubootham",1
"Viridian Capital",1
"Valpro Capital and existing investors",1
MCube8,1
"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",1
"Saama Capital, Blume Ventures & Vaibhav Domkundwar",1
"IvyCap Ventures and Unicorn India Ventures",1
"Atul Ingle",1
"Guy Oseary",1
"Nimmagadda Prasad",1
"Ravi Adusumalli, SAIF Partners",1
"New Enterprise Associates (NEA), Blume Ventures",1
"BetOnIndia Technology Pvt Ltd",1
"Sanjay Verma, Amit Khanna (LetsVenture)",1
"Hamraj Kumar",1
"Timbru Ventures",1
"Concur Technologies, Gund Investment",1
IndiaMart,1
"Bitkemy Ventures",1
"Unicorn Venture",1
"CP Bothra",1
"RB Investments PTE Ltd, Orios Venture Partners",1
"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",1
"Purvi Ventures, Rajul Garg, Vipin Arora",1
"Rise India",1
"Jitendra Gupta, Pankaj Tripathi",1
GVFL,1
"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",1
"Kanodia family, Amit Banka",1
"GVFL Ltd",1
"Accel Partners, RB Investments",1
"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",1
"Sanjeev Sinha",1
"Soniks Consulting",1
"Harsh Vardhan Hada",1
"Piyush Jain",1
"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",1
"Aarin Capital",1
"Omidyar Network, Accel Partners & existing investors",1
"Carpediem Capital & Others",1
"Niloufer Dundh, Fauzan Rahim, Balamurugan Mani,",1
"Ankush Mehta",1
"StartupXseed Ventures",1
"GMO Payment Gateway, MediaTek",1
"Shruth & Smith Group, Hermes Group",1
"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",1
"International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan",1
"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",1
"IDG Ventures, Inventus Capital, Indian Angel Network",1
"Group of undisclosed Angel Investors & HNIs",1
"Rajul Garg & Others",1
"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",1
"Roopak Saluja, Vishal Khare",1
"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",1
"IDG Ventures India, Inventus Capital, Blume Ventures",1
"Accel Partners, Matrix Partners, Girish Mathrubootham",1
NanoHoldings,1
"Norwest Venture Partners, DST Global, Accel Partners",1
"JM Financial Products Ltd, Arun Tadanki, Doreswamy Nandkishore, Kshitij Jain",1
"Khazanah Nasional Berhad",1
"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",1
"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",1
"GROUPE SOS",1
"Rakesh Gupta, Aditya Aggarwal, Siddharth Banerjee, Vikas Ranjan, Anshul Jindal, Sunil Koul, and Sanjeev Agrawal",1
"Phanindra Sama, Raghunandan G,",1
"Anurag Chauhan",1
"Matrix Partners, Nexus Ventures",1
"Undisclosed Investors & Tamarind Family Private Trust",1
"S Chand, AdvantEdge Partners",1
"Kinnevik Group, Rocket Internet",1
"Rata Tata",1
"Undisclosed investors, Accel Partners, Helion Venture Partners",1
"Anupam Mittal, Anuj Srivastava, Ankit Nagori",1
"Katabole Technology Venture",1
"Subramanya SV",1
"Kaizen Management Advisors, DeVry Inc",1
"Sujeet Kumar, Aprameya, Sumit Jain, Subramanya Venkat, Venk, Ravi Machani, Hitesh Gupta, Rohit Choudhary",1
"Chatsworth Management, ITW Digital",1
"Pradeep Reddy Kamasan",1
"MCube Capital Advisors Pvt Ltd",1
"Sudhir Mehta",1
"FF Angel, Sequoia Capital",1
"Accel Partners, Indian Angel Network, India Innovation Fund India Venture Partners",1
"Kunal Shah, Sandeep Tandon",1
"Anirudh Damani, Vikram Lakhotia",1
"Ashish Gupta and other undisclosed investors",1
"HT Media Ltd",1
"NSI Infinium Global Pvt. Ltd",1
"HBM Healthcare Investments",1
"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",1
"Raman Roy",1
"Indian Angel Network, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, and Ajai Chowdhry",1
"Vineet Singh",1
"Equentia Natural Resource & Other undisclosed investors",1
"Xiaomi Inc",1
"N.S. Raghavan Centre for Entrepreneurial Learning",1
"Mukesh Bansal",1
"Blume Ventures, Barkawi Holdings GmbH, TM Service Technology Holdings GmbH",1
"DTDC Express Ltd",1
Ninestarter,1
"Nazara Technologies Pvt Ltd",1
"IDG, Indian Angel Network",1
Villgro,1
"Mahendra Patel, Nilender Chauhan",1
"Rattan Chadha",1
Wingify,1
"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",1
"Prashant Puri",1
"Kris Gopalakrishnan, Dr. Ranjan Pai",1
Shaan,1
"Anirudh Damani, Daud Ali, Narendra Karnavat, Vikas Kapoor, Vikram Lakhotia, Krishna Jhunjhunwaala, Jayesh Shah",1
"Anil Kapoor",1
"Pravin Khandelwal, Yatin Kumar Jain",1
"Dr. Aniruddha Malpani",1
"Dr. Sridhar Ramaswamy, Rakesh Mathur",1
"Prime Venture Partners,",1
"StartUp Equity Partners",1
"Rajeev Agrawal, Prashant Gooty",1
"Ram Shriram, Neeraj Arora, Puru Vashishtha",1
"Mount Nathan Advisors",1
"Mahavir Pratap Sharma, Ajay Data, Yogesh Chaudhary, Sanjay Phophaliya, Siddharth Agarwal, Kamal Kothari",1
"Naturals Salon Chain",1
"Vivek Nathani, Yogesh Chaudhary, Mahavir Pratap Sharma, Kamal Kothari, H C Jain",1
"Pawan Munjal, AdvantEdge Partners, Astarc Ventures",1
"Ajay Data & other HNIs",1
"Mitin Patel, Gaurav Agarwal",1
"Paytm & existing investors",1
"Bhavish Aggarwal, Ankit Bhati",1
"Stanford Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels",1
"Man Capital",1
"RN Agarwal",1
"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",1
"YourNest Angel Fund, Rajul Garg",1
"Undisclosed Angel investors & HNIs",1
"Blume Ventures, Adil Allana, Aprameya Radhakrishna, Gautam Ivatury, Signal Point Partners",1
"Ajay Data & undisclosed HNIs",1
"M&Y Partners, SVG Media, Anthil Ventures & others",1
"Mayfield India II Management Ltd",1
"Inventus Capital Partners, HR Fund",1
"NTT Finance, Telephone Corporation",1
"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",1
"IDFC SPICE Fund, Micromax Informatics",1
"Max Levchin, Scott Banister",1
"Farooq Oomerbhoy, Anupam Mittal, Anand Mittal, Ravi Garikipati, Vibhu Garg, Singapore Angel Network, Konglo Ventures",1
"Nandan Nilekani, Helion Ventures, Omidyar Networks, Blume Ventures",1
"Blume Ventures & Other unnamed Investors",1
"Rebright Partners, Anand Rajaraman, Venky Harinarayan",1
"RB Investments, Fundnel",1
"S Chand & Co",1
"Lip-Bu Tan, Michael Marks, Nicolas Braithwaite",1
"Kludein LLC\\nPhanindra Sama, Narayan Ramachandran, Pranav Pai",1
"Nandan Nilekani, Accel Partners",1
"Dino Morea",1
"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",1
"Matt Glickman",1
"YourNest Angel Fund,",1
"Sudhir Mehta, Anoop Hingorani",1
"Manoj Kumar & Other undisclosed investors",1
"Daman Soni, Rajat Gupta & Others",1
"Mohit Gulati",1
"Artiman Ventures",1
"Ruchirans Jaipuria, Anuj Sanghi",1
"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",1
"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",1
"Unicorn Ventures",1
"Naveen Tewari, Abhay Singhal, Amit Gupta, Piyush Shah, Raghunandan G, Rajiv Mehta",1
"Vijay Krishna Yadav",1
"Apoorv Ranjan Sharma, Daud Ali and others",1
"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",1
"Aspada Investment Advisors, Blume Ventures.",1
"Amadeus Capital",1
"Vipul Parekh, ajesh K Murthy,",1
"PurpleTalk Inc",1
"Amit Choudhary, Anuj Puri",1
"Dheeraj Jain & Other angel investors",1
"Puneet Gupta,",1
"Raj Gala Shah, Zaheer Memon",1
"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",1
"Mohit Goel",1
"Janak Parikh",1
"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",1
"Agarwal Movers Group",1
"Hemang Sahani",1
"S Chand and Co Pvt Ltd, Blume Ventures",1
"Funding through 1Crowd platform",1
"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",1
"Chandrashekar Tallapragada, Pankaj Kapoor",1
"Kris Gopalakrishnan, Atul Nishar",1
"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",1
"Rannvijay Singh, Anita Hassanandani",1
"Sashi Reddi & Other unnamed investors",1
"Naveen Gupta",1
"CASHurDRIVE Marketing Pvt Ltd",1
"Sequoia India, Sofina",1
"Abraaj Group",1
"Indian Angel Network, Tracxn Labs & Others",1
"Sachin Tendulkar",1
"Rajul Garg, Alok Mittal, Kunal Shah, Rishi Mandawat, Dheeraj Jain, Sandeep Tandon, Dexter Angel Circle",1
"Pix Vine Capital, Infocomm Development Authority of Singapore",1
GAIN,1
"Devidas Desai, Vipul Gautam, Singapore Angel Network",1
"Indian Angel Network,",1
"500 Startups, Littlerock, Singularity Ventures",1
"BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",1
"Bhavish Aggarwal, Binny Bansal,\\xc2\\xa0 Rajan Anandan, Mekin Maheshwar, Sunil Kalra, Anupam Mittal, Krishna Mehra, Singapore Angel Network",1
"Broadbean Capital services",1
"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",1
"Robin Utthappa",1
"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",1
"Sarva Capital",1
"Jay Vijayan",1
"SoftBank Ventures Korea",1
"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal",1
"Mohandas Pai, Hiro Mashita, Singapore Angel Network, 500 Startups, Rajan Anandan, Ajay Sarupria",1
"Wipro Ventures,\\xc2\\xa0 Lumis Partners",1
"T V Mohandas Pai,\\xc2\\xa0 Aarin Capital",1
"Dunamis Ventures Pte Ltd.",1
"Ingram Content Group",1
"Oranda Global & Others",1
"TV Mohandas Pai, Aarin Capital",1
"Sherpa Capital, Nyca Partners and Thomvest Ventures",1
"Vandana Luthra,",1
"Raghunandan G, Venturesity, Arihant Patni",1
"Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",1
"Mohit Goel, Vinod Jain & Others",1
"Vinod Bansal, Sanjeev Singhal",1
"Mahesh Parasuraman, Rahul Gautam & Others",1
"SAIF Partners, IDG Ventures India, Vertex Ventures, Valiant Capital",1
"Endiya Partners, Mekin Maheshwari, Rajesh Sawhney",1
"India Ventures, Aarin Capital & Others",1
"Edelweiss Financial Services",1
"Lion Ventures",1
"Aqeel Ahmed",1
"Atul Jain, Anil Gelra, Jaikumar Nair",1
"Jaideep Mehta",1
"Sachin Dalal",1
"Jayabalan Subramanian",1
"Alok Rawat, Grey Orange Robotics",1
"Sunil Mehta",1
"Aspada Advisors, IDG Ventures,\\xc2\\xa0 Inventus Capital",1
"Ontario Teachers\\xe2\\x80\\x99 Pension Plan & Others",1
"Saumya Tandon",1
"Mukesh Kumar Gupta",1
"Vaibhav Doshi, Abhay Singhal, Vibhu Garg, Joby Babu, Abhishek Acharya, Manish Shah",1
"Blume Ventures,\\xc2\\xa0 Tracxn Labs",1
"Ranjit Singh",1
"GrowX Ventures, Kunal Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor",1
"Virendra Shekhawat, Deepak Chokhani, Yogesh Patel & Others",1
"Brand Capital, Siddhivinayak Skyscrapers, Dinesh R. Challa",1
"Vishwadeep Bajaj & Others",1
"Rajnish Sinha, Prijit Debnath, Kanchan Ghoshal",1
"KWAN Entertainment & Marketing Solutions, Powerhouse Ventures & Others",1
"Dr Nandish Domlur, Amit Sandill",1
"Lightspeed Venture Partners, K Ganesh",1
"Sujal Shah, Dino Morea",1
"Nandan Nilekani, Mohandas Pai, Neeraj Arora, Anand Rajaraman, Girish Mathrubootham, Aneesh Reddy & Teruhide Sato",1
"Farooq Oomerbhoy & Other angel investors",1
"Qualcomm (Through QPrize Contest)",1
"Mohandas Pai, Varun Aggarwal",1
"Purvi Ventures & Others",1
"3 undisclosed investors",1
"Nitin Bagmane & Other undisclosed investors",1
"Sachin Bansal, Binny Bansal, Accel Partners & Others",1
"IvyCap Ventures, Orios Venture Partners, Mayfield India",1
"Omidyar Network,\\xc2\\xa0 Vikram Lal, Abhijit Bhandari, Mahesh Murthy, Shashank Bhagat",1
"Rocket Internet AG, Holtzbrink Ventures, New Enterprise Associates (NEA), e.ventures, ru-Net, Deutsche Telekom Strategic Investments (DTSI), Silicon Valley Bank",1
"StartupXseed Ventures, The Phoenix Fund and others",1
"Yajnanarayana Kammaje",1
"Beenext, Digital Garage, Beenos, Qualgro, Mamoru Taniya, SAIF Partners",1
"Varun Aggarwal, Suresh Venkat, Raj Y",1
"Vishal Bali & Others",1
"Calcutta Angels, Lead Angels & Others",1
"Accel Partners, Ashish Hemrajani, Parikshit Dar, Rajesh Balpande",1
"Kapil Goel",1
"Insitor Impact Asia Fund, Acumen Fund",1
"Rajan Anandan, Pramod Bhasin, Siddharth Pai, TV Mohandas Pai, Manvinder Singh Banga",1
MeritTrac,1
"Sequoia Capital, Kunal Bahl, Rohit Bansal, Deepinder Goyal, Ashish Dhawan, Mayank Singhal",1
"Samir Bangara, Anisha Mittal, Amit Gupta, Pallav Nadhani, Lalit Mangal, Arihant Patni, Dr. Ritesh Malik, Deobrat Singh, Saurab Paruthi, Singapore Angel Network.",1
"Tata Capital Innovation Fund",1
"Dheeraj Jain, Jagdish Kumar, Bharat Gupta, Ankush Saigal, Praveen Saini",1
"Lalitesh Katragadda,\\xc2\\xa0 Ganayantrika Systems",1
"Arjun Handa, Amit Jindal, Nagendra Chaudhary",1
"Bhanu Vikram Parsotam, Rohan Desai and Paras Patel",1
"SIDBI Venture Capital Limited, YourNest Angel Fund",1
"Ankur Gupta",1
"Myntra/LivSpace Founders",1
"Newbie Promoter Pvt Ltd",1
"Ctrip.com International Ltd",1
"Krishna Jhujhunwala, Dr. Apoorv Ranjan Sharma, Anirudh Damani, Anand Ladsariya, Sanjay Mehta & Others",1
"GBIM Technologies Pvt Ltd",1
"Arun Chandra Mohan",1
"Nahata Family, Waheed Alli",1
"500 Startups, Mato Peric, TracxnLabs",1
"Zodius Capital, Lightspeed Venture Partners",1
"TV Mohandas Pai, LetsVenture",1
"Ranjan Mahtani",1
"GIC, Tiger Global Management, Nexus Venture Partners",1
"Matt Mullenweg, Adam D\\xe2\\x80\\x99Angelo, Aditya Agarwal,\\xc2\\xa0 Ruchi Sanghvi & Others",1
"Vallabh Bhanshali, N Squared Management LLC, Jagdish & Sandeep Mehta Family Office",1
"Equity Crest, Vinners, Sparknext",1
"Temasek Holdings, March Capital, Warburg Pincus",1
"Shiva Ashok & Other unnamed investors",1
"50k Ventures, Munish Jauhar, Pulkit Jain, Rohit Narang",1
"Amod Malviya",1
"Mustafa Wajid, Umang Kumar & Others",1
"Flipkart, Saavn, Micromax, Dhiraj Rajaram, Ambiga Dhiraj, Dinesh Agarwal, Samir Bangara, Sanjay Nath, Arihant Patni",1
"Cipher-Plexus Capital Advisors & Indian HNIs",1
"Varun Khurana, Samar Singla, Vinay Bansal,",1
"Hyderabad Angels, Lalit Mangal,\\xc2\\xa0 Vikas Malpani, Gaurav Bhalotia, LV Prasad",1
"Times Group",1
"Abhinav Mathur",1
"Huzaifa Khorakiwala",1
"Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding, 500 Startups",1
"Harmony Partners, RB Investments & existing investors",1
"Anand Chandrasekaran & Others",1
"Unilazer Fund,\\xc2\\xa0 Phanindra Sama, Peyush Bansal",1
"Omidyar Network,",1
"Umang Kumar",1
"Lemelson Foundation, Michael and Susan Dell Foundation",1
"Undisclosed US Based Investors",1
"Sa\\xc3\\xafd Business School Seed Fund.",1
"Farooq Adam, Ambi Parameswaran,",1
"Rob Chandra",1
"SoftBank Corp",1
"Sequoia Capital, Beenext Ventures, India Quotient, Anand Chandrasekaran",1
"Kanpur Angels & Others",1
GIC,1
"Jungle Ventures, Taurus Value Creation, Konly Venture, Blume Ventures",1
"Chandigarh Angels Funding",1
"Arihant Patni, Avnish Mehra, Pranay Adhvaryu, Ravi Sampat",1
"APIS Partners",1
"Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV",1
"Purvi Ventures",1
"Nandan Nilekani, Accel Partners, Kalaari Capital and Inventus Capital",1
"GPA group",1
"Lalit Mangal & Others",1
"Un disclosed investors",1
"Anupam Mittal, Amit Gupta, Utsav Somani, Neeraj Goenka, Farooq Adam Mukadam",1
"TV Mohandas Pai, Mohit Saxena, Raghunandan G, Singapore Angel Network, TracxnLabs",1
"Foxconn Technology Group & Others",1
"Harminder Sahni, Krishna Mehra, Sanjay Bakshi",1
"Maple Capital Advisors",1
"TermSheet, ah! Ventures",1
"Zodius Technology Fund, Lightspeed Venture Partners",1
"Kalaari Capital, Inventus Capital, Tekton Ventures, Kae Capital",1
"Lead Angel Network",1
"Vineet Nalla",1
"Amit Patni, Anirudh Damani, Samir Shah",1
"Frontline Strategy",1
"Aarin Capital Partners, TV Mohandas Pai",1
"Pankaj Gupta",1
"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,\\xc2\\xa0 Ralph Berezan, Vissal Mathew,\\xc2\\xa0 Balamurali Krishna",1
"The Saha Fund, TV Mohandas Pai",1
"CIO Angel Network (CAN)",1
"Sequoia Capital, Times Internet Ltd & One more Fund",1
"Chandigarh Angel Network (CAN)",1
"Beerud Sheth and Ravi Mantha",1
CerraCap,1
"Rajesh Sawhney, Anupam Mittal, Dinesh Agarwal, Gaurav Gupta,",1
"ru-Net, Sequoia Capital,\\xc2\\xa0 Lightbox Ventures",1
"Vidyadhar Sarfare",1
"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",1
"Gopal Aggarwal",1
Shopclues,1
"Unilazer Ventures, Orios Venture Partners, Steven Lurie",1
"TracxnLabs, Jitendra Gupta, Prashant Tandon",1
"SAIF Partners, Accion",1
"Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart",1
"Bren Corporation",1
"CLSA Capital Partners ARIA IV Funds",1
